"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:34:22.4961064","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4961105","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81d4e9c9-1d3b-41bc-9e6c-4b40bf79e35e}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4961169","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 8, Name: {81EA0A17-AA39-455B-BA20-EA79A8F98966}"
"10:34:22.4961238","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4961277","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4961342","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 9, Name: {8613E14C-D0C0-4161-AC0F-1DD2563286BC}"
"10:34:22.4961418","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4961458","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4961521","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 10, Name: {a028ae76-01b1-46c2-99c4-acd9858ae02f}"
"10:34:22.4961589","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4961629","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{a028ae76-01b1-46c2-99c4-acd9858ae02f}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4961690","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 11, Name: {a1e2b86b-924a-4d43-80f6-8a820df7190f}"
"10:34:22.4961761","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4961801","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{a1e2b86b-924a-4d43-80f6-8a820df7190f}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4961863","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 12, Name: {AE6BE008-07FB-400D-8BEB-337A64F7051F}"
"10:34:22.4961932","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4961972","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{AE6BE008-07FB-400D-8BEB-337A64F7051F}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4962035","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 13, Name: {B115690A-EA02-48D5-A231-E3578D2FDF80}"
"10:34:22.4962103","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4962146","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{B115690A-EA02-48D5-A231-E3578D2FDF80}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4962203","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 14, Name: {C1EE01F2-B3B6-4A6A-9DDD-E988C088EC82}"
"10:34:22.4962273","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4962314","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{C1EE01F2-B3B6-4A6A-9DDD-E988C088EC82}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4962380","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 15, Name: {C2CB2CF0-AF47-413E-9780-8BC3A3C16068}"
"10:34:22.4962447","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4962625","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{C2CB2CF0-AF47-413E-9780-8BC3A3C16068}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4962693","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 16, Name: {DCBD6FA8-032F-11D3-B5B1-00C04FC324A1}"
"10:34:22.4962765","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4962806","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{DCBD6FA8-032F-11D3-B5B1-00C04FC324A1}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4962877","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 17, Name: {E429B25A-E5D3-4D1F-9BE3-0C608477E3A1}"
"10:34:22.4962945","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4962986","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{E429B25A-E5D3-4D1F-9BE3-0C608477E3A1}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4963048","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 18, Name: {F25E9F57-2FC8-4EB3-A41A-CCE5F08541E6}"
"10:34:22.4963118","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4963158","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{F25E9F57-2FC8-4EB3-A41A-CCE5F08541E6}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4963222","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 19, Name: {F89E9E58-BD2F-4008-9AC2-0F816C09F4EE}"
"10:34:22.4963291","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4963330","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{F89E9E58-BD2F-4008-9AC2-0F816C09F4EE}\Category\Category\{B95F181B-EA4C-4AF1-8056-7C321ABBB091}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4963392","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","NO MORE ENTRIES","Index: 20, Length: 288"
"10:34:22.4963450","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS",""
"10:34:22.4963651","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:22.4963690","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:22.4963764","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\CTF\TIP\","REPARSE","Desired Access: Read"
"10:34:22.4963820","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Desired Access: Read"
"10:34:22.4963875","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:22.4963917","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 0, Name: {0000897b-83df-4b96-be07-0fb58b01c4a4}"
"10:34:22.4963988","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4964031","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{0000897b-83df-4b96-be07-0fb58b01c4a4}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4964087","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 1, Name: {03b5835f-f03c-411b-9ce2-aa23e1171e36}"
"10:34:22.4964155","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4964196","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{03b5835f-f03c-411b-9ce2-aa23e1171e36}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4964258","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 2, Name: {07EB03D6-B001-41DF-9192-BF9B841EE71F}"
"10:34:22.4964325","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4964366","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{07EB03D6-B001-41DF-9192-BF9B841EE71F}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4964435","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 3, Name: {531fdebf-9b4c-4a43-a2aa-960e8fcdc732}"
"10:34:22.4964501","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4964542","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{531fdebf-9b4c-4a43-a2aa-960e8fcdc732}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4964601","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 4, Name: {6a498709-e00b-4c45-a018-8f9e4081ae40}"
"10:34:22.4964666","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4964707","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{6a498709-e00b-4c45-a018-8f9e4081ae40}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4964764","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 5, Name: {78CB5B0E-26ED-4FCC-854C-77E8F3D1AA80}"
"10:34:22.4964833","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4964874","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{78CB5B0E-26ED-4FCC-854C-77E8F3D1AA80}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4964977","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 6, Name: {7C472071-36A7-4709-88CC-859513E583A9}"
"10:34:22.4965048","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4965090","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{7C472071-36A7-4709-88CC-859513E583A9}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4965156","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 7, Name: {81d4e9c9-1d3b-41bc-9e6c-4b40bf79e35e}"
"10:34:22.4965225","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4965282","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81d4e9c9-1d3b-41bc-9e6c-4b40bf79e35e}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4965344","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 8, Name: {81EA0A17-AA39-455B-BA20-EA79A8F98966}"
"10:34:22.4965413","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4965454","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{81EA0A17-AA39-455B-BA20-EA79A8F98966}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4965514","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 9, Name: {8613E14C-D0C0-4161-AC0F-1DD2563286BC}"
"10:34:22.4965582","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4965624","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{8613E14C-D0C0-4161-AC0F-1DD2563286BC}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4965680","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 10, Name: {a028ae76-01b1-46c2-99c4-acd9858ae02f}"
"10:34:22.4965750","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4965791","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{a028ae76-01b1-46c2-99c4-acd9858ae02f}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4965854","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 11, Name: {a1e2b86b-924a-4d43-80f6-8a820df7190f}"
"10:34:22.4965923","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4965971","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{a1e2b86b-924a-4d43-80f6-8a820df7190f}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4966031","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 12, Name: {AE6BE008-07FB-400D-8BEB-337A64F7051F}"
"10:34:22.4966101","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4966142","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{AE6BE008-07FB-400D-8BEB-337A64F7051F}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4966198","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 13, Name: {B115690A-EA02-48D5-A231-E3578D2FDF80}"
"10:34:22.4966269","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4966311","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{B115690A-EA02-48D5-A231-E3578D2FDF80}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4966369","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 14, Name: {C1EE01F2-B3B6-4A6A-9DDD-E988C088EC82}"
"10:34:22.4966439","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4966480","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{C1EE01F2-B3B6-4A6A-9DDD-E988C088EC82}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","SUCCESS","Desired Access: Read"
"10:34:22.4966573","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{C1EE01F2-B3B6-4A6A-9DDD-E988C088EC82}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","SUCCESS","Index: 0, Name: {565FB8D8-6BD4-4CA1-B223-0F2CCB8F4F96}"
"10:34:22.4966624","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{C1EE01F2-B3B6-4A6A-9DDD-E988C088EC82}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NO MORE ENTRIES","Index: 1, Length: 288"
"10:34:22.4966675","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{C1EE01F2-B3B6-4A6A-9DDD-E988C088EC82}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","SUCCESS",""
"10:34:22.4966719","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 15, Name: {C2CB2CF0-AF47-413E-9780-8BC3A3C16068}"
"10:34:22.4966852","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4966894","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{C2CB2CF0-AF47-413E-9780-8BC3A3C16068}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4966950","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 16, Name: {DCBD6FA8-032F-11D3-B5B1-00C04FC324A1}"
"10:34:22.4967017","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4967058","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{DCBD6FA8-032F-11D3-B5B1-00C04FC324A1}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4967113","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 17, Name: {E429B25A-E5D3-4D1F-9BE3-0C608477E3A1}"
"10:34:22.4967181","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4967222","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{E429B25A-E5D3-4D1F-9BE3-0C608477E3A1}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4967276","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 18, Name: {F25E9F57-2FC8-4EB3-A41A-CCE5F08541E6}"
"10:34:22.4967345","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4967386","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{F25E9F57-2FC8-4EB3-A41A-CCE5F08541E6}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4967443","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Index: 19, Name: {F89E9E58-BD2F-4008-9AC2-0F816C09F4EE}"
"10:34:22.4967514","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:22.4967570","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\TIP\{F89E9E58-BD2F-4008-9AC2-0F816C09F4EE}\Category\Item\{B2C7F219-68FB-47D8-9881-AA681D0944F0}","NAME NOT FOUND","Desired Access: Read"
"10:34:22.4967631","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","NO MORE ENTRIES","Index: 20, Length: 288"
"10:34:22.4967686","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF\TIP","SUCCESS",""
"10:34:22.4990668","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"10:34:22.4990843","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
